ID_Mahasiswa,NIM,Nama_Mahasiswa,Status,Nama_Prodi,StartDate,EndDate,IsCurrent,ID_Prodi,,
286,12007032,Tono Siregar,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
287,12408032,Eka Wibowo,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
288,12409032,Budi Pratama,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
289,12401033,Kartika Hutapea,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
290,12002033,Maria Hutabarat,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
291,12203033,Ika Santoso,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
292,12104033,Bayu Siregar,Drop Out,Kimia,2025-11-24 22:07:15,,1,5,,
293,12005033,Joko Nainggolan,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
294,12306033,Ahmad Siregar,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
295,12407033,Kartika Nainggolan,Aktif,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
296,12008033,Fina Hutapea,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
297,12309033,Yusuf Simanjuntak,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
298,12001034,Kartika Wijaya,Lulus,Sains Data,2025-11-24 22:07:15,,1,1,,
299,12002034,Lestari Hutabarat,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
300,12003034,Yusuf Setiawan,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
301,12004034,Sari Siregar,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
302,12305034,Dewi Hutabarat,Drop Out,Biologi,2025-11-24 22:07:15,,1,4,,
303,12306034,Nanda Lestari,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
304,12307034,Utami Sihombing,Lulus,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
305,12108034,Damar Anggraini,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
306,12309034,Evi Mahendra,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
307,12401035,Bayu Simanjuntak,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
308,12302035,Gita Pratama,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
309,12203035,Tono Sihombing,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
310,12204035,Rizky Purwanto,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
311,12405035,Lestari Mahendra,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
312,12406035,Galih Lestari,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
313,12207035,Galih Nainggolan,Lulus,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
314,12308035,Kartika Hutabarat,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
315,12209035,Tono Susanto,Cuti,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
316,12301036,Sari Saputra,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
317,12202036,Damar Anggraini,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
318,12003036,Putri Anggraini,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
319,12204036,Lestari Anggraini,Drop Out,Kimia,2025-11-24 22:07:15,,1,5,,
320,12105036,Indra Santoso,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
321,12106036,Utami Santoso,Drop Out,Farmasi,2025-11-24 22:07:15,,1,6,,
322,12407036,Rizky Setiawan,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
323,12308036,Putri Wijaya,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
324,12309036,Eka Purwanto,Drop Out,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
325,12001037,Galih Gunawan,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
326,12002037,Galih Mahendra,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
327,12003037,Yusuf Tambunan,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
328,12204037,Dewi Lestari,Drop Out,Kimia,2025-11-24 22:07:15,,1,5,,
329,12105037,Hari Lestari,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
330,12006037,Fajar Sihombing,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
331,12207037,Utami Anggraini,Aktif,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
332,12308037,Agus Santoso,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
333,12009037,Budi Wibowo,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
334,12201038,Ika Pratama,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
335,12302038,Ika Susanto,Lulus,Matematika,2025-11-24 22:07:15,,1,2,,
336,12203038,Yusuf Pratama,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
337,12204038,Hadi Sihombing,Cuti,Kimia,2025-11-24 22:07:15,,1,5,,
338,12005038,Lestari Siregar,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
339,12306038,Indra Mahendra,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
340,12307038,Kartika Hutabarat,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
341,12408038,Nanda Sihombing,Aktif,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
342,12409038,Hadi Pratama,Cuti,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
343,12101039,Ahmad Sihombing,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
344,12202039,Jihan Nasution,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
345,12203039,Kartika Siregar,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
346,12004039,Hadi Hutabarat,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
347,12205039,Agus Nainggolan,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
348,12206039,Bayu Hutabarat,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
349,12107039,Maria Santoso,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
350,12408039,Sari Saputra,Lulus,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
351,12009039,Lestari Gunawan,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
352,12001040,Fina Gunawan,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
353,12402040,Kartika Gunawan,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
354,12303040,Damar Nasution,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
355,12204040,Sari Santoso,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
356,12205040,Indra Simanjuntak,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
357,12106040,Utami Simanjuntak,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
358,12107040,Citra Santoso,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
359,12008040,Sari Anggraini,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
360,12109040,Galih Nasution,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
361,12101041,Fina Gunawan,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
362,12302041,Utami Nasution,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
363,12303041,Hari Tambunan,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
364,12204041,Galih Siregar,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
365,12405041,Agus Gunawan,Aktif,Biologi,2025-11-24 22:07:15,,1,4,,
366,12306041,Hadi Hutapea,Drop Out,Farmasi,2025-11-24 22:07:15,,1,6,,
367,12107041,Fina Nasution,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
368,12008041,Fina Simanjuntak,Cuti,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
369,12109041,Dewi Setiawan,Drop Out,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
370,12301042,Clara Gunawan,Lulus,Sains Data,2025-11-24 22:07:15,,1,1,,
371,12402042,Budi Hutapea,Lulus,Matematika,2025-11-24 22:07:15,,1,2,,
372,12003042,Maria Hutabarat,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
373,12004042,Maria Wijaya,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
374,12405042,Yusuf Pratama,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
375,12306042,Yusuf Nasution,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
376,12007042,Indra Hutabarat,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
377,12408042,Nanda Hutabarat,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
378,12409042,Bayu Hutabarat,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
379,12001043,Joko Susanto,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
380,12002043,Bayu Nainggolan,Lulus,Matematika,2025-11-24 22:07:15,,1,2,,
381,12203043,Agus Nasution,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
382,12404043,Ahmad Santoso,Drop Out,Kimia,2025-11-24 22:07:15,,1,5,,
383,12105043,Joko Susanto,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
384,12106043,Yusuf Wijaya,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
385,12207043,Yusuf Sihombing,Lulus,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
386,12408043,Sari Wijaya,Cuti,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
387,12409043,Gita Lestari,Cuti,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
388,12101044,Ika Siregar,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
389,12002044,Tono Wibowo,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
390,12203044,Nanda Anggraini,Aktif,Fisika,2025-11-24 22:07:15,,1,3,,
391,12204044,Ika Mahendra,Cuti,Kimia,2025-11-24 22:07:15,,1,5,,
392,12405044,Indra Wibowo,Drop Out,Biologi,2025-11-24 22:07:15,,1,4,,
393,12406044,Agus Tambunan,Drop Out,Farmasi,2025-11-24 22:07:15,,1,6,,
394,12107044,Fajar Hutabarat,Aktif,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
395,12408044,Clara Hutabarat,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
396,12209044,Galih Purwanto,Drop Out,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
397,12401045,Kartika Anggraini,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
398,12402045,Jihan Gunawan,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
399,12103045,Citra Nasution,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
400,12304045,Gita Santoso,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
401,12205045,Clara Hutabarat,Drop Out,Biologi,2025-11-24 22:07:15,,1,4,,
402,12006045,Citra Simanjuntak,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
403,12407045,Eka Santoso,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
404,12408045,Jihan Santoso,Lulus,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
405,12209045,Maria Gunawan,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
406,12101046,Joko Gunawan,Aktif,Sains Data,2025-11-24 22:07:15,,1,1,,
407,12202046,Galih Santoso,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
408,12203046,Yusuf Wibowo,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
409,12204046,Galih Hutapea,Drop Out,Kimia,2025-11-24 22:07:15,,1,5,,
410,12105046,Budi Gunawan,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
411,12206046,Evi Saputra,Cuti,Farmasi,2025-11-24 22:07:15,,1,6,,
412,12207046,Jihan Anggraini,Lulus,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
413,12008046,Damar Hutapea,Aktif,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
414,12309046,Joko Gunawan,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
415,12201047,Dewi Saputra,Aktif,Sains Data,2025-11-24 22:07:15,,1,1,,
416,12102047,Nanda Santoso,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
417,12103047,Eka Hutabarat,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
418,12204047,Nanda Pratama,Cuti,Kimia,2025-11-24 22:07:15,,1,5,,
419,12405047,Indra Gunawan,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
420,12106047,Utami Nainggolan,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
421,12407047,Gita Nasution,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
422,12008047,Joko Anggraini,Aktif,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
423,12209047,Putri Mahendra,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
424,12201048,Nanda Purwanto,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
425,12302048,Joko Lestari,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
426,12403048,Indra Pratama,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
427,12104048,Eka Wibowo,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
428,12305048,Joko Mahendra,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
429,12306048,Evi Lestari,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
430,12007048,Nanda Mahendra,Lulus,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
431,12008048,Indra Pratama,Cuti,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
432,12409048,Utami Nainggolan,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
433,12201049,Putri Sihombing,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
434,12102049,Ika Purwanto,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
435,12403049,Joko Sihombing,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
436,12404049,Sari Susanto,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
437,12205049,Jihan Nainggolan,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
438,12406049,Utami Susanto,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
439,12007049,Ahmad Gunawan,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
440,12208049,Indra Anggraini,Aktif,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
441,12109049,Putri Hutapea,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
442,12101050,Fina Setiawan,Lulus,Sains Data,2025-11-24 22:07:15,,1,1,,
443,12402050,Agus Nasution,Lulus,Matematika,2025-11-24 22:07:15,,1,2,,
444,12303050,Putri Nasution,Aktif,Fisika,2025-11-24 22:07:15,,1,3,,
445,12204050,Yusuf Pratama,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
446,12005050,Putri Nainggolan,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
447,12306050,Utami Wibowo,Cuti,Farmasi,2025-11-24 22:07:15,,1,6,,
448,12307050,Galih Simanjuntak,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
449,12208050,Lestari Anggraini,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
450,12409050,Clara Hutabarat,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
451,12301051,Putri Anggraini,Lulus,Sains Data,2025-11-24 22:07:15,,1,1,,
452,12102051,Hari Nainggolan,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
453,12403051,Agus Susanto,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
454,12304051,Agus Hutabarat,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
455,12005051,Ika Siregar,Drop Out,Biologi,2025-11-24 22:07:15,,1,4,,
456,12306051,Fajar Nainggolan,Aktif,Farmasi,2025-11-24 22:07:15,,1,6,,
457,12407051,Putri Hutabarat,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
458,12208051,Damar Nainggolan,Lulus,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
459,12209051,Hadi Wijaya,Lulus,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
460,12401052,Jihan Hutabarat,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
461,12202052,Rizky Pratama,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
462,12303052,Nanda Setiawan,Cuti,Fisika,2025-11-24 22:07:15,,1,3,,
463,12104052,Citra Susanto,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
464,12005052,Lestari Mahendra,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
465,12306052,Yusuf Siregar,Lulus,Farmasi,2025-11-24 22:07:15,,1,6,,
466,12307052,Budi Nasution,Drop Out,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
467,12008052,Eka Hutapea,Lulus,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
468,12309052,Putri Nainggolan,Drop Out,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
469,12401053,Budi Gunawan,Lulus,Sains Data,2025-11-24 22:07:15,,1,1,,
470,12302053,Kartika Susanto,Cuti,Matematika,2025-11-24 22:07:15,,1,2,,
471,12003053,Galih Tambunan,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
472,12304053,Clara Setiawan,Lulus,Kimia,2025-11-24 22:07:15,,1,5,,
473,12305053,Agus Lestari,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
474,12306053,Budi Pratama,Cuti,Farmasi,2025-11-24 22:07:15,,1,6,,
475,12307053,Maria Setiawan,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
476,12108053,Eka Wibowo,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
477,12209053,Kartika Anggraini,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
478,12101054,Agus Purwanto,Drop Out,Sains Data,2025-11-24 22:07:15,,1,1,,
479,12202054,Damar Setiawan,Drop Out,Matematika,2025-11-24 22:07:15,,1,2,,
480,12103054,Yusuf Santoso,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
481,12104054,Putri Tambunan,Cuti,Kimia,2025-11-24 22:07:15,,1,5,,
482,12305054,Damar Simanjuntak,Lulus,Biologi,2025-11-24 22:07:15,,1,4,,
483,12406054,Nanda Nasution,Drop Out,Farmasi,2025-11-24 22:07:15,,1,6,,
484,12307054,Yusuf Tambunan,Cuti,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
485,12208054,Hari Simanjuntak,Cuti,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
486,12009054,Damar Pratama,Aktif,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
487,12201055,Agus Sihombing,Cuti,Sains Data,2025-11-24 22:07:15,,1,1,,
488,12302055,Damar Saputra,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
489,12303055,Evi Santoso,Drop Out,Fisika,2025-11-24 22:07:15,,1,3,,
490,12304055,Sari Nasution,Aktif,Kimia,2025-11-24 22:07:15,,1,5,,
491,12405055,Joko Tambunan,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
492,12106055,Joko Wibowo,Cuti,Farmasi,2025-11-24 22:07:15,,1,6,,
493,12307055,Budi Gunawan,Aktif,Sains Lingkungan Kelautan,2025-11-24 22:07:15,,1,7,,
494,12008055,Sari Setiawan,Drop Out,Sains Atmosfer Keplanetan,2025-11-24 22:07:15,,1,8,,
495,12109055,Dewi Tambunan,Drop Out,Sains Aktuaria,2025-11-24 22:07:15,,1,9,,
496,12401056,Evi Wibowo,Aktif,Sains Data,2025-11-24 22:07:15,,1,1,,
497,12102056,Evi Siregar,Aktif,Matematika,2025-11-24 22:07:15,,1,2,,
498,12103056,Maria Anggraini,Lulus,Fisika,2025-11-24 22:07:15,,1,3,,
499,12104056,Damar Wibowo,Cuti,Kimia,2025-11-24 22:07:15,,1,5,,
500,12205056,Nanda Hutabarat,Cuti,Biologi,2025-11-24 22:07:15,,1,4,,
